==25585== NVPROF is profiling process 25585, command: /home/aaron/miniconda3/envs/envRDkit/bin/python -m ipykernel_launcher -f /home/aaron/.local/share/jupyter/runtime/kernel-49e6b545-dbd0-4cce-8ede-4f0ea2f51625.json
==25585== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==25585== Profiling application: /home/aaron/miniconda3/envs/envRDkit/bin/python -m ipykernel_launcher -f /home/aaron/.local/share/jupyter/runtime/kernel-49e6b545-dbd0-4cce-8ede-4f0ea2f51625.json
==25585== Profiling result:
==25585== Metric result:
Invocations                               Metric Name                                                    Metric Description         Min         Max         Avg
Device "GeForce GTX TITAN X (0)"
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1)
         24                     l2_tex_write_hit_rate                                          L2 Hit Rate (Texture Writes)       0.00%       0.00%       0.00%
         24                    l2_tex_read_throughput                                         L2 Throughput (Texture Reads)  47.693GB/s  49.222GB/s  48.221GB/s
         24                   l2_tex_write_throughput                                        L2 Throughput (Texture Writes)  47.693GB/s  49.222GB/s  48.221GB/s
         24                  l2_tex_read_transactions                                       L2 Transactions (Texture Reads)        8192        8192        8192
         24                 l2_tex_write_transactions                                      L2 Transactions (Texture Writes)        8192        8192        8192
         24                        l2_read_throughput                                                 L2 Throughput (Reads)  48.293GB/s  49.841GB/s  48.828GB/s
         24                       l2_write_throughput                                                L2 Throughput (Writes)  47.728GB/s  49.258GB/s  48.257GB/s
         24                    sysmem_read_throughput                                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         24                   sysmem_write_throughput                                        System Memory Write Throughput  29.808MB/s  30.764MB/s  30.138MB/s
         24                            l2_utilization                                                  L2 Cache Utilization     Low (1)     Low (1)     Low (1)
         24                      l2_atomic_throughput                                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
         24                    l2_atomic_transactions                                     L2 Transactions (Atomic requests)           0           0           0
         24                        sysmem_utilization                                             System Memory Utilization     Low (1)     Low (1)     Low (1)
         24                            ecc_throughput                                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         24                   sysmem_read_utilization                                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
         24                  sysmem_write_utilization                                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
         24               pcie_total_data_transmitted                                           PCIe Total Data Transmitted           0         512         213
         24                  pcie_total_data_received                                              PCIe Total Data Received           0         512          85
         24                         sysmem_read_bytes                                              System Memory Read Bytes           0           0           0
         24                        sysmem_write_bytes                                             System Memory Write Bytes         160         160         160
         24                           l2_tex_hit_rate                                                     L2 Cache Hit Rate       0.00%       0.00%       0.00%
         24                          gld_transactions                                              Global Load Transactions       32770       32770       32770
         24              gld_transactions_per_request                                  Global Load Transactions Per Request   16.000977   16.000977   16.000977
         24                  eligible_warps_per_cycle                                       Eligible Warps Per Active Cycle    2.011945    2.560271    2.237574
         24                        flop_sp_efficiency                                          FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
         24                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseBinaryOp<Eigen::internal::scalar_product_op<float, float>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16, Eigen::MakePointer> const , Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, long>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, long>(float, int=1)
         14                             sm_efficiency                                               Multiprocessor Activity       1.16%       1.53%       1.26%
         14                        achieved_occupancy                                                    Achieved Occupancy    0.275337    0.375987    0.319451
         14                                       ipc                                                          Executed IPC    0.476489    0.673063    0.576929
         14                                issued_ipc                                                            Issued IPC    0.530895    0.773775    0.644315
         14                             inst_per_warp                                                 Instructions per warp   28.500000   28.500000   28.500000
         14                         branch_efficiency                                                     Branch Efficiency     100.00%     100.00%     100.00%
         14                 warp_execution_efficiency                                             Warp Execution Efficiency     100.00%     100.00%     100.00%
         14         warp_nonpred_execution_efficiency                              Warp Non-Predicated Execution Efficiency      99.56%      99.56%      99.56%
         14                      inst_replay_overhead                                           Instruction Replay Overhead    0.177632    0.177632    0.177632
         14                    issue_slot_utilization                                                Issue Slot Utilization      10.87%      15.85%      13.20%
         14      shared_load_transactions_per_request                           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
         14     shared_store_transactions_per_request                          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
         14       local_load_transactions_per_request                            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
         14      local_store_transactions_per_request                           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
         14              gst_transactions_per_request                                 Global Store Transactions Per Request   16.000000   16.000000   16.000000
         14                 shared_store_transactions                                             Shared Store Transactions           0           0           0
         14                  shared_load_transactions                                              Shared Load Transactions           0           0           0
         14                   local_load_transactions                                               Local Load Transactions           0           0           0
         14                  local_store_transactions                                              Local Store Transactions           0           0           0
         14                          gst_transactions                                             Global Store Transactions          32          32          32
         14                    dram_read_transactions                                       Device Memory Read Transactions          67         107          83
         14                   dram_write_transactions                                      Device Memory Write Transactions          76         140         104
         14                           global_hit_rate                                     Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
         14                            local_hit_rate                                                        Local Hit Rate       0.00%       0.00%       0.00%
         14                  gld_requested_throughput                                      Requested Global Load Throughput  613.23MB/s  624.40MB/s  618.79MB/s
         14                  gst_requested_throughput                                     Requested Global Store Throughput  306.61MB/s  312.20MB/s  309.40MB/s
         14                            gld_throughput                                                Global Load Throughput  613.23MB/s  624.40MB/s  618.79MB/s
         14                            gst_throughput                                               Global Store Throughput  306.61MB/s  312.20MB/s  309.40MB/s
         14                      dram_read_throughput                                         Device Memory Read Throughput  644.60MB/s  1.0195GB/s  808.02MB/s
         14                     dram_write_throughput                                        Device Memory Write Throughput  740.77MB/s  1.3174GB/s  0.9847GB/s
         14                      tex_cache_throughput                                              Unified Cache Throughput  613.23MB/s  624.40MB/s  618.79MB/s
         14                     local_load_throughput                                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         14                    local_store_throughput                                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         14                    shared_load_throughput                                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         14                   shared_store_throughput                                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         14                            gld_efficiency                                         Global Memory Load Efficiency     100.00%     100.00%     100.00%
         14                            gst_efficiency                                        Global Memory Store Efficiency     100.00%     100.00%     100.00%
         14                    tex_cache_transactions                                            Unified Cache Transactions          64          64          64
         14                         cf_fu_utilization                                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
         14                        tex_fu_utilization                                     Texture Function Unit Utilization     Low (1)     Low (1)     Low (1)
         14                       ldst_fu_utilization                                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
         14           double_precision_fu_utilization                            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
         14                    special_fu_utilization                                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
         14           single_precision_fu_utilization                            Single-Precision Function Unit Utilization     Low (1)     Low (2)     Low (1)
         14                             flop_count_dp                           Floating Point Operations(Double Precision)           0           0           0
         14                         flop_count_dp_add                       Floating Point Operations(Double Precision Add)           0           0           0
         14                         flop_count_dp_fma                       Floating Point Operations(Double Precision FMA)           0           0           0
         14                         flop_count_dp_mul                       Floating Point Operations(Double Precision Mul)           0           0           0
         14                             flop_count_sp                           Floating Point Operations(Single Precision)         256         256         256
         14                         flop_count_sp_add                       Floating Point Operations(Single Precision Add)           0           0           0
         14                         flop_count_sp_fma                       Floating Point Operations(Single Precision FMA)           0           0           0
         14                         flop_count_sp_mul                        Floating Point Operation(Single Precision Mul)         256         256         256
         14                     flop_count_sp_special                   Floating Point Operations(Single Precision Special)           0           0           0
         14                             inst_executed                                                 Instructions Executed         912         912         912
         14                               inst_issued                                                   Instructions Issued        1074        1074        1074
         14                          dram_utilization                                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
         14                           tex_utilization                                             Unified Cache Utilization     Low (1)     Low (1)     Low (1)
         14                         shared_efficiency                                              Shared Memory Efficiency       0.00%       0.00%       0.00%
         14                        shared_utilization                                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
         14                                inst_fp_32                                               FP Instructions(Single)         256         256         256
         14                                inst_fp_64                                               FP Instructions(Double)           0           0           0
         14                              inst_integer                                                  Integer Instructions       20416       20416       20416
         14                          inst_bit_convert                                              Bit-Convert Instructions           0           0           0
         14                              inst_control                                             Control-Flow Instructions        3072        3072        3072
         14                        inst_compute_ld_st                                               Load/Store Instructions         192         192         192
         14                                 inst_misc                                                     Misc Instructions        5120        5120        5120
         14           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
         14                               issue_slots                                                           Issue Slots         880         880         880
         14                                 cf_issued                                      Issued Control-Flow Instructions         100         100         100
         14                               cf_executed                                    Executed Control-Flow Instructions         100         100         100
         14                               ldst_issued                                        Issued Load/Store Instructions         112         112         112
         14                             ldst_executed                                      Executed Load/Store Instructions          70          70          70
         14                       atomic_transactions                                                   Atomic Transactions           0           0           0
         14           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
         14                inst_executed_global_loads                              Warp level instructions for global loads           4           4           4
         14                 inst_executed_local_loads                               Warp level instructions for local loads           0           0           0
         14                inst_executed_shared_loads                              Warp level instructions for shared loads           0           0           0
         14               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
         14               inst_executed_global_stores                             Warp level instructions for global stores           2           2           2
         14                inst_executed_local_stores                              Warp level instructions for local stores           0           0           0
         14               inst_executed_shared_stores                             Warp level instructions for shared stores           0           0           0
         14              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
         14              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
         14           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
         14             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
         14          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
         14              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
         14                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
         14                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads        2048        2048        2048
         14                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads           0           0           0
         14                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
         14                           dram_read_bytes                                Total bytes read from DRAM to L2 cache        2144        3424        2674
         14                          dram_write_bytes                             Total bytes written from L2 cache to DRAM        2432        4480        3337
         14               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.        1024        1024        1024
         14                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
         14              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
         14                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
         14                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
         14             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
         14                      global_load_requests              Total number of global load requests from Multiprocessor          16          16          16
         14                       local_load_requests               Total number of local load requests from Multiprocessor           0           0           0
         14                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
         14                     global_store_requests             Total number of global store requests from Multiprocessor          32          32          32
         14                      local_store_requests              Total number of local store requests from Multiprocessor           0           0           0
         14                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
         14                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
         14                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
         14                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
         14                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
         14                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
         14                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)      10.26%      47.03%      31.25%
         14                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)       5.75%       9.53%       7.35%
         14                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)       1.97%       3.58%       2.71%
         14                             stall_texture                                         Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
         14                                stall_sync                                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
         14                               stall_other                                           Issue Stall Reasons (Other)       4.93%      13.38%       8.11%
         14          stall_constant_memory_dependency                              Issue Stall Reasons (Immediate constant)      37.06%      60.59%      47.13%
         14                           stall_pipe_busy                                       Issue Stall Reasons (Pipe Busy)       0.75%       1.44%       1.01%
         14                     stall_memory_throttle                                 Issue Stall Reasons (Memory Throttle)       0.07%       0.13%       0.09%
         14                        stall_not_selected                                    Issue Stall Reasons (Not Selected)       1.83%       3.14%       2.36%
         14                  sysmem_read_transactions                                       System Memory Read Transactions           0           0           0
         14                 sysmem_write_transactions                                      System Memory Write Transactions           5           5           5
         14                      l2_read_transactions                                                  L2 Read Transactions          87          95          87
         14                     l2_write_transactions                                                 L2 Write Transactions          38          38          38
         14                          ecc_transactions                                                      ECC Transactions           0           0           0
         14                     local_memory_overhead                                                 Local Memory Overhead       0.00%       0.00%       0.00%
         14                        tex_cache_hit_rate                                                Unified Cache Hit Rate       0.00%       0.00%       0.00%
         14                      l2_tex_read_hit_rate                                           L2 Hit Rate (Texture Reads)       0.00%       0.00%       0.00%
         14                     l2_tex_write_hit_rate                                          L2 Hit Rate (Texture Writes)     100.00%     100.00%     100.00%
         14                    l2_tex_read_throughput                                         L2 Throughput (Texture Reads)  613.23MB/s  624.40MB/s  618.79MB/s
         14                   l2_tex_write_throughput                                        L2 Throughput (Texture Writes)  306.61MB/s  312.20MB/s  309.40MB/s
         14                  l2_tex_read_transactions                                       L2 Transactions (Texture Reads)          64          64          64
         14                 l2_tex_write_transactions                                      L2 Transactions (Texture Writes)          32          32          32
         14                        l2_read_throughput                                                 L2 Throughput (Reads)  833.60MB/s  918.33MB/s  846.69MB/s
         14                       l2_write_throughput                                                L2 Throughput (Writes)  364.10MB/s  370.74MB/s  367.41MB/s
         14                    sysmem_read_throughput                                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         14                   sysmem_write_throughput                                        System Memory Write Throughput  47.908MB/s  48.781MB/s  48.343MB/s
         14                            l2_utilization                                                  L2 Cache Utilization     Low (1)     Low (1)     Low (1)
         14                      l2_atomic_throughput                                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
         14                    l2_atomic_transactions                                     L2 Transactions (Atomic requests)           0           0           0
         14                        sysmem_utilization                                             System Memory Utilization     Low (1)     Low (1)     Low (1)
         14                            ecc_throughput                                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         14                   sysmem_read_utilization                                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
         14                  sysmem_write_utilization                                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
         14               pcie_total_data_transmitted                                           PCIe Total Data Transmitted           0         512         256
         14                  pcie_total_data_received                                              PCIe Total Data Received           0           0           0
         14                         sysmem_read_bytes                                              System Memory Read Bytes           0           0           0
         14                        sysmem_write_bytes                                             System Memory Write Bytes         160         160         160
         14                           l2_tex_hit_rate                                                     L2 Cache Hit Rate      33.33%      33.33%      33.33%
         14                          gld_transactions                                              Global Load Transactions         258         258         258
         14              gld_transactions_per_request                                  Global Load Transactions Per Request   64.500000   64.500000   64.500000
         14                  eligible_warps_per_cycle                                       Eligible Warps Per Active Cycle    0.805240    1.216138    0.997766
         14                        flop_sp_efficiency                                          FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
         14                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_quotient_op<float, float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1)
          1                             sm_efficiency                                               Multiprocessor Activity       1.77%       1.77%       1.77%
          1                        achieved_occupancy                                                    Achieved Occupancy    0.215303    0.215303    0.215303
          1                                       ipc                                                          Executed IPC    0.286641    0.286641    0.286641
          1                                issued_ipc                                                            Issued IPC    0.478807    0.478807    0.478807
          1                             inst_per_warp                                                 Instructions per warp   23.468750   23.468750   23.468750
          1                         branch_efficiency                                                     Branch Efficiency     100.00%     100.00%     100.00%
          1                 warp_execution_efficiency                                             Warp Execution Efficiency      93.75%      93.75%      93.75%
          1         warp_nonpred_execution_efficiency                              Warp Non-Predicated Execution Efficiency      93.43%      93.43%      93.43%
          1                      inst_replay_overhead                                           Instruction Replay Overhead    0.218375    0.218375    0.218375
          1                    issue_slot_utilization                                                Issue Slot Utilization       9.34%       9.34%       9.34%
          1      shared_load_transactions_per_request                           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1     shared_store_transactions_per_request                          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1       local_load_transactions_per_request                            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          1      local_store_transactions_per_request                           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          1              gst_transactions_per_request                                 Global Store Transactions Per Request    7.000000    7.000000    7.000000
          1                 shared_store_transactions                                             Shared Store Transactions           0           0           0
          1                  shared_load_transactions                                              Shared Load Transactions           0           0           0
          1                   local_load_transactions                                               Local Load Transactions           0           0           0
          1                  local_store_transactions                                              Local Store Transactions           0           0           0
          1                          gst_transactions                                             Global Store Transactions           7           7           7
          1                    dram_read_transactions                                       Device Memory Read Transactions          11          11          11
          1                   dram_write_transactions                                      Device Memory Write Transactions          40          40          40
          1                           global_hit_rate                                     Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
          1                            local_hit_rate                                                        Local Hit Rate       0.00%       0.00%       0.00%
          1                  gld_requested_throughput                                      Requested Global Load Throughput  56.633MB/s  56.633MB/s  56.632MB/s
          1                  gst_requested_throughput                                     Requested Global Store Throughput  55.564MB/s  55.564MB/s  55.564MB/s
          1                            gld_throughput                                                Global Load Throughput  68.387MB/s  68.387MB/s  68.386MB/s
          1                            gst_throughput                                               Global Store Throughput  59.838MB/s  59.838MB/s  59.838MB/s
          1                      dram_read_throughput                                         Device Memory Read Throughput  94.032MB/s  94.032MB/s  94.031MB/s
          1                     dram_write_throughput                                        Device Memory Write Throughput  341.93MB/s  341.93MB/s  341.93MB/s
          1                      tex_cache_throughput                                              Unified Cache Throughput  85.483MB/s  85.483MB/s  85.483MB/s
          1                     local_load_throughput                                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    local_store_throughput                                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                    shared_load_throughput                                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                   shared_store_throughput                                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          1                            gld_efficiency                                         Global Memory Load Efficiency      82.81%      82.81%      82.81%
          1                            gst_efficiency                                        Global Memory Store Efficiency      92.86%      92.86%      92.86%
          1                    tex_cache_transactions                                            Unified Cache Transactions          10          10          10
          1                         cf_fu_utilization                                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                        tex_fu_utilization                                     Texture Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                       ldst_fu_utilization                                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           double_precision_fu_utilization                            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          1                    special_fu_utilization                                     Special Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1           single_precision_fu_utilization                            Single-Precision Function Unit Utilization     Low (1)     Low (1)     Low (1)
          1                             flop_count_dp                           Floating Point Operations(Double Precision)           0           0           0
          1                         flop_count_dp_add                       Floating Point Operations(Double Precision Add)           0           0           0
          1                         flop_count_dp_fma                       Floating Point Operations(Double Precision FMA)           0           0           0
          1                         flop_count_dp_mul                       Floating Point Operations(Double Precision Mul)           0           0           0
          1                             flop_count_sp                           Floating Point Operations(Single Precision)         780         780         780
          1                         flop_count_sp_add                       Floating Point Operations(Single Precision Add)          52          52          52
          1                         flop_count_sp_fma                       Floating Point Operations(Single Precision FMA)         364         364         364
          1                         flop_count_sp_mul                        Floating Point Operation(Single Precision Mul)           0           0           0
          1                     flop_count_sp_special                   Floating Point Operations(Single Precision Special)          52          52          52
          1                             inst_executed                                                 Instructions Executed         751         751         751
          1                               inst_issued                                                   Instructions Issued         915         915         915
          1                          dram_utilization                                             Device Memory Utilization     Low (1)     Low (1)     Low (1)
          1                           tex_utilization                                             Unified Cache Utilization     Low (1)     Low (1)     Low (1)
          1                         shared_efficiency                                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          1                        shared_utilization                                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          1                                inst_fp_32                                               FP Instructions(Single)         520         520         520
          1                                inst_fp_64                                               FP Instructions(Double)           0           0           0
          1                              inst_integer                                                  Integer Instructions       13429       13429       13429
          1                          inst_bit_convert                                              Bit-Convert Instructions           0           0           0
          1                              inst_control                                             Control-Flow Instructions        3176        3176        3176
          1                        inst_compute_ld_st                                               Load/Store Instructions          39          39          39
          1                                 inst_misc                                                     Misc Instructions        5289        5289        5289
          1           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
          1                               issue_slots                                                           Issue Slots         714         714         714
          1                                 cf_issued                                      Issued Control-Flow Instructions         110         110         110
          1                               cf_executed                                    Executed Control-Flow Instructions         110         110         110
          1                               ldst_issued                                        Issued Load/Store Instructions          75          75          75
          1                             ldst_executed                                      Executed Load/Store Instructions          67          67          67
          1                       atomic_transactions                                                   Atomic Transactions           0           0           0
          1           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          1                inst_executed_global_loads                              Warp level instructions for global loads           2           2           2
          1                 inst_executed_local_loads                               Warp level instructions for local loads           0           0           0
          1                inst_executed_shared_loads                              Warp level instructions for shared loads           0           0           0
          1               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
          1               inst_executed_global_stores                             Warp level instructions for global stores           1           1           1
          1                inst_executed_local_stores                              Warp level instructions for local stores           0           0           0
          1               inst_executed_shared_stores                             Warp level instructions for shared stores           0           0           0
          1              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
          1              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
          1           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
          1             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
          1          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
          1              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
          1                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
          1                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads         256         256         256
          1                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads           0           0           0
          1                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
          1                           dram_read_bytes                                Total bytes read from DRAM to L2 cache         352         352         352
          1                          dram_write_bytes                             Total bytes written from L2 cache to DRAM        1280        1280        1280
          1               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.         224         224         224
          1                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
          1              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
