==25585== NVPROF is profiling process 25585, command: /home/aaron/miniconda3/envs/envRDkit/bin/python -m ipykernel_launcher -f /home/aaron/.local/share/jupyter/runtime/kernel-49e6b545-dbd0-4cce-8ede-4f0ea2f51625.json
==25585== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==25585== Profiling application: /home/aaron/miniconda3/envs/envRDkit/bin/python -m ipykernel_launcher -f /home/aaron/.local/share/jupyter/runtime/kernel-49e6b545-dbd0-4cce-8ede-4f0ea2f51625.json
==25585== Profiling result:
==25585== Metric result:
Invocations                               Metric Name                                                    Metric Description         Min         Max         Avg
Device "GeForce GTX TITAN X (0)"
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<bool, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_boolean_not_op<bool>, Eigen::TensorMap<Eigen::Tensor<bool const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(bool, int=1)
          7                  eligible_warps_per_cycle                                       Eligible Warps Per Active Cycle    0.742095    0.962877    0.862501
          7                        flop_sp_efficiency                                          FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
          7                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
    Kernel: void tensorflow::_GLOBAL__N__63_tmpxft_000027eb_00000000_11_split_lib_gpu_cu_compute_70_cpp1_ii_16d8bcc1::SplitOpKernel<float>(float const *, int, int, int, tensorflow::GpuDeviceArrayStruct<tensorflow::_GLOBAL__N__63_tmpxft_000027eb_00000000_11_split_lib_gpu_cu_compute_70_cpp1_ii_16d8bcc1::SplitOpKernel<float>*, int=8>)
         12                             sm_efficiency                                               Multiprocessor Activity       2.24%      81.94%      38.23%
         12                        achieved_occupancy                                                    Achieved Occupancy    0.438359    0.485512    0.460261
         12                                       ipc                                                          Executed IPC    1.230869    2.642709    1.843538
         12                                issued_ipc                                                            Issued IPC    1.285563    2.605708    1.801718
         12                             inst_per_warp                                                 Instructions per warp  266.000000  1.8223e+03  702.041667
         12                         branch_efficiency                                                     Branch Efficiency     100.00%     100.00%     100.00%
         12                 warp_execution_efficiency                                             Warp Execution Efficiency     100.00%     100.00%     100.00%
         12         warp_nonpred_execution_efficiency                              Warp Non-Predicated Execution Efficiency      92.01%      92.48%      92.31%
         12                      inst_replay_overhead                                           Instruction Replay Overhead    0.003693    0.025258    0.017082
         12                    issue_slot_utilization                                                Issue Slot Utilization      28.62%      58.80%      40.07%
         12      shared_load_transactions_per_request                           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
         12     shared_store_transactions_per_request                          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
         12       local_load_transactions_per_request                            Local Memory Load Transactions Per Request   16.000000   16.000000   16.000000
         12      local_store_transactions_per_request                           Local Memory Store Transactions Per Request    7.600000    7.600000    7.600000
         12              gst_transactions_per_request                                 Global Store Transactions Per Request    4.000000    4.000000    4.000000
         12                 shared_store_transactions                                             Shared Store Transactions           0           0           0
         12                  shared_load_transactions                                              Shared Load Transactions           0           0           0
         12                   local_load_transactions                                               Local Load Transactions         512      131072       39680
         12                  local_store_transactions                                              Local Store Transactions        2432       58368       30400
         12                          gst_transactions                                             Global Store Transactions         128       32768        9920
         12                    dram_read_transactions                                       Device Memory Read Transactions         131       32931        9994
         12                   dram_write_transactions                                      Device Memory Write Transactions        2879       94623       41919
         12                           global_hit_rate                                     Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
         12                            local_hit_rate                                                        Local Hit Rate      50.00%      50.00%      50.00%
         12                  gld_requested_throughput                                      Requested Global Load Throughput  654.09MB/s  42.352GB/s  24.442GB/s
         12                  gst_requested_throughput                                     Requested Global Store Throughput  654.09MB/s  42.352GB/s  24.442GB/s
         12                            gld_throughput                                                Global Load Throughput  654.09MB/s  42.352GB/s  24.442GB/s
         12                            gst_throughput                                               Global Store Throughput  654.09MB/s  42.352GB/s  24.442GB/s
         12                      dram_read_throughput                                         Device Memory Read Throughput  670.66MB/s  42.563GB/s  24.626GB/s
         12                     dram_write_throughput                                        Device Memory Write Throughput  14.407GB/s  152.39GB/s  103.29GB/s
         12                      tex_cache_throughput                                              Unified Cache Throughput  1.9163GB/s  127.06GB/s  73.327GB/s
         12                     local_load_throughput                                          Local Memory Load Throughput  2.5551GB/s  169.41GB/s  97.769GB/s
         12                    local_store_throughput                                         Local Memory Store Throughput  12.137GB/s  131.40GB/s  74.904GB/s
         12                    shared_load_throughput                                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         12                   shared_store_throughput                                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         12                            gld_efficiency                                         Global Memory Load Efficiency     100.00%     100.00%     100.00%
         12                            gst_efficiency                                        Global Memory Store Efficiency     100.00%     100.00%     100.00%
         12                    tex_cache_transactions                                            Unified Cache Transactions         384       98304       29760
         12                         cf_fu_utilization                                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
         12                        tex_fu_utilization                                     Texture Function Unit Utilization     Low (2)     Mid (4)     Low (3)
         12                       ldst_fu_utilization                                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
         12           double_precision_fu_utilization                            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
         12                    special_fu_utilization                                     Special Function Unit Utilization     Low (2)     Low (3)     Low (2)
         12           single_precision_fu_utilization                            Single-Precision Function Unit Utilization     Low (3)     Mid (6)     Mid (4)
         12                             flop_count_dp                           Floating Point Operations(Double Precision)           0           0           0
         12                         flop_count_dp_add                       Floating Point Operations(Double Precision Add)           0           0           0
         12                         flop_count_dp_fma                       Floating Point Operations(Double Precision FMA)           0           0           0
         12                         flop_count_dp_mul                       Floating Point Operations(Double Precision Mul)           0           0           0
         12                             flop_count_sp                           Floating Point Operations(Single Precision)           0           0           0
         12                         flop_count_sp_add                       Floating Point Operations(Single Precision Add)           0           0           0
         12                         flop_count_sp_fma                       Floating Point Operations(Single Precision FMA)           0           0           0
         12                         flop_count_sp_mul                        Floating Point Operation(Single Precision Mul)           0           0           0
         12                     flop_count_sp_special                   Floating Point Operations(Single Precision Special)        5120      835584      263680
         12                             inst_executed                                                 Instructions Executed        8512     1399552      441280
         12                               inst_issued                                                   Instructions Issued        8722     1404875      444008
         12                          dram_utilization                                             Device Memory Utilization     Low (1)     Mid (6)     Low (3)
         12                           tex_utilization                                             Unified Cache Utilization     Low (1)     Low (1)     Low (1)
         12                         shared_efficiency                                              Shared Memory Efficiency       0.00%       0.00%       0.00%
         12                        shared_utilization                                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
         12                                inst_fp_32                                               FP Instructions(Single)        5120      835584      263680
         12                                inst_fp_64                                               FP Instructions(Double)           0           0           0
         12                              inst_integer                                                  Integer Instructions      178179    32785662    10214785
         12                          inst_bit_convert                                              Bit-Convert Instructions       21504     3842048     1200640
         12                              inst_control                                             Control-Flow Instructions        1024      262144       79360
         12                        inst_compute_ld_st                                               Load/Store Instructions       13312     1032192      366080
         12                                 inst_misc                                                     Misc Instructions       32768     2449408      875520
         12           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
         12                               issue_slots                                                           Issue Slots        7666     1268161      399607
         12                                 cf_issued                                      Issued Control-Flow Instructions          96        9728        3280
         12                               cf_executed                                    Executed Control-Flow Instructions          96        9728        3280
         12                               ldst_issued                                        Issued Load/Store Instructions        2880      158208       60960
         12                             ldst_executed                                      Executed Load/Store Instructions         480       33792       12240
         12                       atomic_transactions                                                   Atomic Transactions           0           0           0
         12           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
         12                inst_executed_global_loads                              Warp level instructions for global loads          32        8192        2480
         12                 inst_executed_local_loads                               Warp level instructions for local loads          32        8192        2480
         12                inst_executed_shared_loads                              Warp level instructions for shared loads           0           0           0
         12               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
         12               inst_executed_global_stores                             Warp level instructions for global stores          32        8192        2480
         12                inst_executed_local_stores                              Warp level instructions for local stores         320        7680        4000
         12               inst_executed_shared_stores                             Warp level instructions for shared stores           0           0           0
         12              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
         12              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
         12           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
         12             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
         12          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
         12              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
         12                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
         12                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads        4096     1048576      317440
         12                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads        8192     2097152      634880
         12                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
         12                           dram_read_bytes                                Total bytes read from DRAM to L2 cache        4192     1053792      319824
         12                          dram_write_bytes                             Total bytes written from L2 cache to DRAM       92128     3027936     1341408
         12               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.       81920     2916352     1290240
         12                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
         12              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
         12                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
         12                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
         12             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
         12                      global_load_requests              Total number of global load requests from Multiprocessor         128       32768        9920
         12                       local_load_requests               Total number of local load requests from Multiprocessor         256       65536       19840
         12                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
         12                     global_store_requests             Total number of global store requests from Multiprocessor         128       32768        9920
         12                      local_store_requests              Total number of local store requests from Multiprocessor        2432       58368       30400
         12                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
         12                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
         12                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
         12                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
         12                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
         12                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
         12                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)       2.08%      35.59%      19.26%
         12                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)      24.55%      52.86%      32.72%
         12                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)       0.00%      22.82%       9.83%
         12                             stall_texture                                         Issue Stall Reasons (Texture)       1.46%       5.87%       3.89%
         12                                stall_sync                                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
         12                               stall_other                                           Issue Stall Reasons (Other)       9.15%      28.88%      17.33%
         12          stall_constant_memory_dependency                              Issue Stall Reasons (Immediate constant)       2.29%      11.36%       7.21%
         12                           stall_pipe_busy                                       Issue Stall Reasons (Pipe Busy)       0.90%       4.50%       2.49%
         12                     stall_memory_throttle                                 Issue Stall Reasons (Memory Throttle)       0.03%       0.38%       0.16%
         12                        stall_not_selected                                    Issue Stall Reasons (Not Selected)       2.85%      12.62%       7.12%
         12                  sysmem_read_transactions                                       System Memory Read Transactions           0           0           0
         12                 sysmem_write_transactions                                      System Memory Write Transactions           5           5           5
         12                      l2_read_transactions                                                  L2 Read Transactions         407       98407       29824
         12                     l2_write_transactions                                                 L2 Write Transactions        2566       91142       40326
         12                          ecc_transactions                                                      ECC Transactions           0           0           0
         12                     local_memory_overhead                                                 Local Memory Overhead      65.41%      91.30%      83.09%
         12                        tex_cache_hit_rate                                                Unified Cache Hit Rate      50.00%      50.00%      50.00%
         12                      l2_tex_read_hit_rate                                           L2 Hit Rate (Texture Reads)      66.53%      66.67%      66.63%
         12                     l2_tex_write_hit_rate                                          L2 Hit Rate (Texture Writes)       0.00%       0.00%       0.00%
         12                    l2_tex_read_throughput                                         L2 Throughput (Texture Reads)  1.9163GB/s  127.06GB/s  73.327GB/s
         12                   l2_tex_write_throughput                                        L2 Throughput (Texture Writes)  12.775GB/s  146.39GB/s  99.346GB/s
         12                  l2_tex_read_transactions                                       L2 Transactions (Texture Reads)         384       98304       29760
         12                 l2_tex_write_transactions                                      L2 Transactions (Texture Writes)        2560       91136       40320
         12                        l2_read_throughput                                                 L2 Throughput (Reads)  2.0311GB/s  127.19GB/s  73.485GB/s
         12                       l2_write_throughput                                                L2 Throughput (Writes)  12.805GB/s  146.40GB/s  99.361GB/s
         12                    sysmem_read_throughput                                         System Memory Read Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         12                   sysmem_write_throughput                                        System Memory Write Throughput  6.5505MB/s  25.693MB/s  12.615MB/s
         12                            l2_utilization                                                  L2 Cache Utilization     Low (1)     Low (2)     Low (1)
         12                      l2_atomic_throughput                                       L2 Throughput (Atomic requests)  0.00000B/s  0.00000B/s  0.00000B/s
         12                    l2_atomic_transactions                                     L2 Transactions (Atomic requests)           0           0           0
         12                        sysmem_utilization                                             System Memory Utilization     Low (1)     Low (1)     Low (1)
         12                            ecc_throughput                                                        ECC Throughput  0.00000B/s  0.00000B/s  0.00000B/s
         12                   sysmem_read_utilization                                        System Memory Read Utilization    Idle (0)    Idle (0)    Idle (0)
         12                  sysmem_write_utilization                                       System Memory Write Utilization     Low (1)     Low (1)     Low (1)
         12               pcie_total_data_transmitted                                           PCIe Total Data Transmitted           0         512          85
         12                  pcie_total_data_received                                              PCIe Total Data Received           0         512          85
         12                         sysmem_read_bytes                                              System Memory Read Bytes           0           0           0
         12                        sysmem_write_bytes                                             System Memory Write Bytes         160         160         160
         12                           l2_tex_hit_rate                                                     L2 Cache Hit Rate       8.70%      34.58%      16.90%
         12                          gld_transactions                                              Global Load Transactions         514      131074       39682
         12              gld_transactions_per_request                                  Global Load Transactions Per Request   16.000244   16.062500   16.031612
         12                  eligible_warps_per_cycle                                       Eligible Warps Per Active Cycle    1.824348    6.031838    3.681896
         12                        flop_sp_efficiency                                          FLOP Efficiency(Peak Single)       0.00%       0.00%       0.00%
         12                        flop_dp_efficiency                                          FLOP Efficiency(Peak Double)       0.00%       0.00%       0.00%
    Kernel: void Eigen::internal::EigenMetaKernel<Eigen::TensorEvaluator<Eigen::TensorAssignOp<Eigen::TensorMap<Eigen::Tensor<float, int=1, int=1, int>, int=16, Eigen::MakePointer>, Eigen::TensorCwiseUnaryOp<Eigen::internal::scalar_right<float, float, Eigen::internal::scalar_sum_op<float, float>, bool=0>, Eigen::TensorMap<Eigen::Tensor<float const , int=1, int=1, int>, int=16, Eigen::MakePointer> const > const > const , Eigen::GpuDevice>, int>(float, int=1)
          5                             sm_efficiency                                               Multiprocessor Activity      12.20%      57.06%      41.87%
          5                        achieved_occupancy                                                    Achieved Occupancy    0.440460    0.773436    0.690854
          5                                       ipc                                                          Executed IPC    0.423940    0.940593    0.562387
          5                                issued_ipc                                                            Issued IPC    0.473056    0.881208    0.610745
          5                             inst_per_warp                                                 Instructions per warp   26.250000   47.333333   38.987500
          5                         branch_efficiency                                                     Branch Efficiency     100.00%     100.00%     100.00%
          5                 warp_execution_efficiency                                             Warp Execution Efficiency     100.00%     100.00%     100.00%
          5         warp_nonpred_execution_efficiency                              Warp Non-Predicated Execution Efficiency      95.77%      98.10%      96.68%
          5                      inst_replay_overhead                                           Instruction Replay Overhead    0.070945    0.123488    0.092422
          5                    issue_slot_utilization                                                Issue Slot Utilization      10.59%      18.89%      13.36%
          5      shared_load_transactions_per_request                           Shared Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          5     shared_store_transactions_per_request                          Shared Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          5       local_load_transactions_per_request                            Local Memory Load Transactions Per Request    0.000000    0.000000    0.000000
          5      local_store_transactions_per_request                           Local Memory Store Transactions Per Request    0.000000    0.000000    0.000000
          5              gst_transactions_per_request                                 Global Store Transactions Per Request   16.000000   16.000000   16.000000
          5                 shared_store_transactions                                             Shared Store Transactions           0           0           0
          5                  shared_load_transactions                                              Shared Load Transactions           0           0           0
          5                   local_load_transactions                                               Local Load Transactions           0           0           0
          5                  local_store_transactions                                              Local Store Transactions           0           0           0
          5                          gst_transactions                                             Global Store Transactions        1664       32768       21324
          5                    dram_read_transactions                                       Device Memory Read Transactions        1692       32812       21359
          5                   dram_write_transactions                                      Device Memory Write Transactions        3155       28284       18499
          5                           global_hit_rate                                     Global Hit Rate in unified l1/tex       0.00%       0.00%       0.00%
          5                            local_hit_rate                                                        Local Hit Rate       0.00%       0.00%       0.00%
          5                  gld_requested_throughput                                      Requested Global Load Throughput  12.901GB/s  108.92GB/s  89.337GB/s
          5                  gst_requested_throughput                                     Requested Global Store Throughput  12.801GB/s  108.07GB/s  88.645GB/s
          5                            gld_throughput                                                Global Load Throughput  13.601GB/s  114.83GB/s  94.185GB/s
          5                            gst_throughput                                               Global Store Throughput  12.801GB/s  108.07GB/s  88.645GB/s
          5                      dram_read_throughput                                         Device Memory Read Throughput  13.016GB/s  108.22GB/s  88.788GB/s
          5                     dram_write_throughput                                        Device Memory Write Throughput  24.271GB/s  89.161GB/s  76.901GB/s
          5                      tex_cache_throughput                                              Unified Cache Throughput  16.001GB/s  135.09GB/s  110.81GB/s
          5                     local_load_throughput                                          Local Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          5                    local_store_throughput                                         Local Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          5                    shared_load_throughput                                         Shared Memory Load Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          5                   shared_store_throughput                                        Shared Memory Store Throughput  0.00000B/s  0.00000B/s  0.00000B/s
          5                            gld_efficiency                                         Global Memory Load Efficiency      94.85%      94.85%      94.85%
          5                            gst_efficiency                                        Global Memory Store Efficiency     100.00%     100.00%     100.00%
          5                    tex_cache_transactions                                            Unified Cache Transactions        2080       40960       26656
          5                         cf_fu_utilization                                Control-Flow Function Unit Utilization     Low (1)     Low (1)     Low (1)
          5                        tex_fu_utilization                                     Texture Function Unit Utilization     Low (1)     Low (2)     Low (1)
          5                       ldst_fu_utilization                                  Load/Store Function Unit Utilization     Low (1)     Low (1)     Low (1)
          5           double_precision_fu_utilization                            Double-Precision Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          5                    special_fu_utilization                                     Special Function Unit Utilization    Idle (0)    Idle (0)    Idle (0)
          5           single_precision_fu_utilization                            Single-Precision Function Unit Utilization     Low (1)     Low (2)     Low (1)
          5                             flop_count_dp                           Floating Point Operations(Double Precision)           0           0           0
          5                         flop_count_dp_add                       Floating Point Operations(Double Precision Add)           0           0           0
          5                         flop_count_dp_fma                       Floating Point Operations(Double Precision FMA)           0           0           0
          5                         flop_count_dp_mul                       Floating Point Operations(Double Precision Mul)           0           0           0
          5                             flop_count_sp                           Floating Point Operations(Single Precision)       13312      262144      170598
          5                         flop_count_sp_add                       Floating Point Operations(Single Precision Add)       13312      262144      170598
          5                         flop_count_sp_fma                       Floating Point Operations(Single Precision FMA)           0           0           0
          5                         flop_count_sp_mul                        Floating Point Operation(Single Precision Mul)           0           0           0
          5                     flop_count_sp_special                   Floating Point Operations(Single Precision Special)           0           0           0
          5                             inst_executed                                                 Instructions Executed       10920       72704       54004
          5                               inst_issued                                                   Instructions Issued       12271       78062       58416
          5                          dram_utilization                                             Device Memory Utilization     Low (2)    High (7)     Mid (5)
          5                           tex_utilization                                             Unified Cache Utilization     Low (1)     Low (1)     Low (1)
          5                         shared_efficiency                                              Shared Memory Efficiency       0.00%       0.00%       0.00%
          5                        shared_utilization                                             Shared Memory Utilization    Idle (0)    Idle (0)    Idle (0)
          5                                inst_fp_32                                               FP Instructions(Single)       13312      262144      170598
          5                                inst_fp_64                                               FP Instructions(Double)           0           0           0
          5                              inst_integer                                                  Integer Instructions      203008     1212416      919808
          5                          inst_bit_convert                                              Bit-Convert Instructions           0           0           0
          5                              inst_control                                             Control-Flow Instructions       39936      163840      135782
          5                        inst_compute_ld_st                                               Load/Store Instructions        9984      196608      127948
          5                                 inst_misc                                                     Misc Instructions       76544      393216      308377
          5           inst_inter_thread_communication                                             Inter-Thread Instructions           0           0           0
          5                               issue_slots                                                           Issue Slots       10503       69870       51835
          5                                 cf_issued                                      Issued Control-Flow Instructions        1456        8192        6294
          5                               cf_executed                                    Executed Control-Flow Instructions        1456        8192        6294
          5                               ldst_issued                                        Issued Load/Store Instructions        3328       52224       34611
          5                             ldst_executed                                      Executed Load/Store Instructions        1144        9216        6622
          5                       atomic_transactions                                                   Atomic Transactions           0           0           0
          5           atomic_transactions_per_request                                       Atomic Transactions Per Request    0.000000    0.000000    0.000000
          5                inst_executed_global_loads                              Warp level instructions for global loads         208        4096        2665
          5                 inst_executed_local_loads                               Warp level instructions for local loads           0           0           0
          5                inst_executed_shared_loads                              Warp level instructions for shared loads           0           0           0
          5               inst_executed_surface_loads                             Warp level instructions for surface loads           0           0           0
          5               inst_executed_global_stores                             Warp level instructions for global stores         104        2048        1332
          5                inst_executed_local_stores                              Warp level instructions for local stores           0           0           0
          5               inst_executed_shared_stores                             Warp level instructions for shared stores           0           0           0
          5              inst_executed_surface_stores                            Warp level instructions for surface stores           0           0           0
          5              inst_executed_global_atomics                  Warp level instructions for global atom and atom cas           0           0           0
          5           inst_executed_global_reductions                         Warp level instructions for global reductions           0           0           0
          5             inst_executed_surface_atomics                 Warp level instructions for surface atom and atom cas           0           0           0
          5          inst_executed_surface_reductions                        Warp level instructions for surface reductions           0           0           0
          5              inst_executed_shared_atomics                  Warp level shared instructions for atom and atom CAS           0           0           0
          5                     inst_executed_tex_ops                                   Warp level instructions for texture           0           0           0
          5                      l2_global_load_bytes       Bytes read from L2 for misses in Unified Cache for global loads       56576     1114112      725043
          5                       l2_local_load_bytes        Bytes read from L2 for misses in Unified Cache for local loads           0           0           0
          5                     l2_surface_load_bytes      Bytes read from L2 for misses in Unified Cache for surface loads           0           0           0
          5                           dram_read_bytes                                Total bytes read from DRAM to L2 cache       54144     1049984      683494
          5                          dram_write_bytes                             Total bytes written from L2 cache to DRAM      100960      905088      591993
          5               l2_local_global_store_bytes   Bytes written to L2 from Unified Cache for local and global stores.       53248     1048576      682393
          5                 l2_global_reduction_bytes          Bytes written to L2 from Unified cache for global reductions           0           0           0
          5              l2_global_atomic_store_bytes             Bytes written to L2 from Unified cache for global atomics           0           0           0
          5                    l2_surface_store_bytes            Bytes written to L2 from Unified Cache for surface stores.           0           0           0
          5                l2_surface_reduction_bytes         Bytes written to L2 from Unified Cache for surface reductions           0           0           0
          5             l2_surface_atomic_store_bytes    Bytes transferred between Unified Cache and L2 for surface atomics           0           0           0
          5                      global_load_requests              Total number of global load requests from Multiprocessor         832       16384       10662
          5                       local_load_requests               Total number of local load requests from Multiprocessor           0           0           0
          5                     surface_load_requests             Total number of surface load requests from Multiprocessor           0           0           0
          5                     global_store_requests             Total number of global store requests from Multiprocessor        1664       32768       21324
          5                      local_store_requests              Total number of local store requests from Multiprocessor           0           0           0
          5                    surface_store_requests            Total number of surface store requests from Multiprocessor           0           0           0
          5                    global_atomic_requests            Total number of global atomic requests from Multiprocessor           0           0           0
          5                 global_reduction_requests         Total number of global reduction requests from Multiprocessor           0           0           0
          5                   surface_atomic_requests           Total number of surface atomic requests from Multiprocessor           0           0           0
          5                surface_reduction_requests        Total number of surface reduction requests from Multiprocessor           0           0           0
          5                     texture_load_requests             Total number of texture Load requests from Multiprocessor           0           0           0
          5                          stall_inst_fetch                              Issue Stall Reasons (Instructions Fetch)       1.80%       9.80%       4.55%
          5                     stall_exec_dependency                            Issue Stall Reasons (Execution Dependency)       2.08%       6.13%       3.47%
          5                   stall_memory_dependency                                    Issue Stall Reasons (Data Request)      23.14%      75.69%      54.47%
          5                             stall_texture                                         Issue Stall Reasons (Texture)       0.00%       0.00%       0.00%
          5                                stall_sync                                 Issue Stall Reasons (Synchronization)       0.00%       0.00%       0.00%
          5                               stall_other                                           Issue Stall Reasons (Other)       5.01%      18.19%       8.10%
          5          stall_constant_memory_dependency                              Issue Stall Reasons (Immediate constant)      10.22%      50.32%      24.63%
          5                           stall_pipe_busy                                       Issue Stall Reasons (Pipe Busy)       0.38%       1.04%       0.62%
          5                     stall_memory_throttle                                 Issue Stall Reasons (Memory Throttle)       0.36%       5.51%       2.72%
          5                        stall_not_selected                                    Issue Stall Reasons (Not Selected)       0.94%       2.22%       1.44%
